Date,Open,High,Low,Close,Volume,Daily_Return_Pct,Daily_Range,MA_20,MA_50,MA_200,EMA_12,EMA_26,MACD,MACD_Signal,BB_Upper,BB_Lower,BB_Width,RSI_14,Volume_MA_20,Cumulative_Return_Pct,Year,Month,Quarter,Day_of_Week,Volatility_30d
2007-02-28,91.48,98.26,90.13,95.34,15522311.0,2.9367,8.13,89.0325,86.4716,70.6474,92.0775,89.3932,2.6843,2.0567,97.8658,80.1992,17.6666,80.1846,7195231.55,447.63,2007,2,1,Wednesday,1.7653727537389108
2007-03-01,95.35,96.8,93.5,93.71,11845807.0,-1.7097,3.3,89.437,86.6526,70.8485,92.3287,89.713,2.6157,2.1685,98.3529,80.5211,17.8317,71.825,7613885.1,438.27,2007,3,1,Thursday,1.807846444870225
2007-03-02,94.1,95.34,93.22,93.22,11006403.0,-0.5229,2.12,89.843,86.821,71.0376,92.4658,89.9728,2.493,2.2334,98.6664,81.0196,17.6467,71.4817,7978138.55,435.45,2007,3,1,Friday,1.8148892843752913
2007-03-05,92.02,92.75,90.9,90.9,14955471.0,-2.4887,1.85,90.137,86.9316,71.2177,92.2249,90.0414,2.1835,2.2234,98.6708,81.6032,17.0676,61.893,8570909.6,422.13,2007,3,1,Monday,1.8769855645254196
2007-03-06,91.7,94.33,90.01,94.05,17142720.0,3.4653,4.32,90.6035,87.1016,71.4087,92.5057,90.3384,2.1673,2.2122,98.9074,82.2996,16.6079,63.6579,9245736.5,440.22,2007,3,1,Tuesday,1.9659035750724871
2007-03-07,94.29,97.65,94.22,96.4,7523239.0,2.4987,3.43,91.1955,87.3496,71.6114,93.1048,90.7874,2.3174,2.2333,99.3725,83.0185,16.3541,67.2348,9397043.05,453.72,2007,3,1,Wednesday,2.0029824705966024
2007-03-08,97.26,100.54,96.76,100.0,11061122.0,3.7344,3.78,91.9845,87.646,71.8312,94.1656,91.4698,2.6958,2.3258,100.3701,83.5989,16.7713,73.4369,9707656.3,474.4,2007,3,1,Thursday,2.0844443146713094
2007-03-09,99.9,103.8,99.71,103.05,8587453.0,3.05,4.09,92.8605,87.995,72.0724,95.5324,92.3276,3.2049,2.5016,102.0308,83.6902,18.3407,75.9355,9843317.65,491.92,2007,3,1,Friday,2.1302821998154617
2007-03-12,103.49,104.53,101.61,103.85,9229855.0,0.7763,2.92,93.7965,88.3542,72.3151,96.8121,93.1811,3.631,2.7275,103.4531,84.1399,19.3132,69.4287,10045244.8,496.51,2007,3,1,Monday,2.1301816583941027
2007-03-13,104.15,104.48,102.16,102.32,7140087.0,-1.4733,2.32,94.6075,88.7026,72.5512,97.6594,93.8581,3.8014,2.9422,104.267,84.9481,19.3189,65.0,10058744.0,487.73,2007,3,1,Tuesday,2.158192485412731
2007-03-14,100.55,103.19,100.3,101.33,9200078.0,-0.9676,2.89,95.2605,89.0196,72.7838,98.2241,94.4115,3.8126,3.1163,104.8817,85.6393,19.2425,63.0867,10120705.35,482.04,2007,3,1,Wednesday,2.1482324562674653
2007-03-15,102.9,103.73,101.54,102.85,9244209.0,1.5,2.19,95.9875,89.3932,73.03,98.9358,95.0366,3.8992,3.2729,105.5947,86.3803,19.2144,64.9415,10327036.65,490.77,2007,3,1,Thursday,2.1526804786740636
2007-03-16,102.43,104.94,102.27,104.24,9898955.0,1.3515,2.67,96.818,89.7522,73.291,99.7518,95.7183,4.0335,3.425,106.2534,87.3826,18.8709,66.7625,10546626.6,498.75,2007,3,1,Friday,2.1433905981267056
2007-03-19,104.75,105.98,103.95,104.66,5737676.0,0.4029,2.03,97.654,90.1386,73.5549,100.5069,96.3807,4.1263,3.5653,106.7335,88.5745,18.1591,73.1895,10614055.25,501.17,2007,3,1,Monday,2.138957187378188
2007-03-20,106.3,107.35,105.17,105.7,6717391.0,0.9937,2.18,98.192,90.5746,73.8263,101.3059,97.071,4.2349,3.6992,107.8511,88.5329,19.3181,71.3345,10020398.2,507.14,2007,3,1,Tuesday,2.1298463712040503
2007-03-21,106.2,110.33,105.5,108.3,9850004.0,2.4598,4.83,98.857,91.0886,74.1056,102.3819,97.9028,4.4791,3.8552,109.3832,88.3308,21.0524,78.8911,10017638.9,522.07,2007,3,1,Wednesday,2.1439372556439142
2007-03-22,109.2,112.16,108.66,110.8,8105198.0,2.3084,3.5,99.6595,91.6478,74.401,103.677,98.8581,4.8189,4.0479,111.2598,88.0592,23.2005,82.2451,10002355.9,536.43,2007,3,1,Thursday,2.1464666867540374
2007-03-23,111.17,119.18,110.83,117.7,14561109.0,6.2274,8.35,100.7975,92.3418,74.7304,105.8344,100.2538,5.5805,4.3544,114.6879,86.9071,27.7807,92.0854,10303258.0,576.07,2007,3,1,Friday,2.352255194266568
2007-03-26,113.59,116.5,111.75,113.95,14420023.0,-3.1861,4.75,101.7495,92.9292,75.0464,107.0829,101.2684,5.8146,4.6465,116.5227,86.9763,29.5464,80.672,10600319.2,554.53,2007,3,1,Monday,2.464261433923796
2007-03-27,113.94,114.5,110.05,113.5,9676441.0,-0.3949,4.45,102.7935,93.5116,75.3471,108.0702,102.1744,5.8958,4.8963,117.7995,87.7875,30.012,77.9961,10571277.6,551.94,2007,3,1,Tuesday,2.477271386958584
2007-03-28,113.01,113.8,110.12,110.5,8609089.0,-2.6432,3.68,103.5515,94.0344,75.6358,108.444,102.7911,5.6529,5.0476,118.5037,88.5993,29.9044,67.5351,10225616.5,534.71,2007,3,1,Wednesday,2.5432107543011706
2007-03-29,110.99,114.93,110.4,113.62,9509634.0,2.8235,4.53,104.547,94.613,75.9365,109.2403,103.5933,5.647,5.1675,119.3911,89.7029,29.6881,67.6108,10108807.85,552.63,2007,3,1,Thursday,2.565935337089862
2007-03-30,113.99,114.35,112.22,112.5,6150127.0,-0.9857,2.13,105.511,95.1628,76.2306,109.7418,104.253,5.4888,5.2318,119.7496,91.2724,28.4773,64.2598,9865994.05,546.2,2007,3,1,Friday,2.571000177541722
2007-04-02,112.75,113.94,111.8,111.8,3688804.0,-0.6222,2.14,106.556,95.7114,76.5267,110.0584,104.8121,5.2464,5.2347,119.2652,93.8468,25.4184,66.0678,9302660.7,542.18,2007,4,2,Monday,2.5838682070764087
2007-04-03,112.5,112.75,111.5,112.2,3338391.0,0.3578,1.25,107.4635,96.262,76.8231,110.3879,105.3593,5.0286,5.1935,118.9455,95.9815,22.964,68.7997,8612444.25,544.48,2007,4,2,Tuesday,2.206188176538637
2007-04-04,112.31,112.89,111.16,111.57,2381644.0,-0.5615,1.73,108.222,96.7984,77.1131,110.5698,105.8194,4.7504,5.1049,118.5755,97.8685,20.707,65.5603,8355364.5,540.86,2007,4,2,Wednesday,2.214183595802201
2007-04-05,111.3,111.69,110.5,110.94,2615491.0,-0.5647,1.19,108.769,97.3276,77.4017,110.6267,106.1987,4.4281,4.9695,118.4261,99.1119,19.3141,62.2891,7933082.95,537.24,2007,4,2,Thursday,2.218732124797678
2007-04-10,110.6,110.99,110.2,110.4,1578967.0,-0.4867,0.79,109.1365,97.8436,77.6925,110.5918,106.5099,4.082,4.792,118.4298,99.8432,18.5865,60.4821,7582658.65,534.14,2007,4,2,Tuesday,2.226008164302246
2007-04-11,110.2,111.69,110.08,111.09,2060944.0,0.625,1.61,109.4985,98.3594,77.9858,110.6685,106.8491,3.8193,4.5975,118.4836,100.5134,17.9703,59.9704,7224213.1,538.1,2007,4,2,Wednesday,2.2235446364219773
2007-04-12,110.74,111.14,110.27,110.92,1599692.0,-0.153,0.87,109.9285,98.8446,78.2723,110.7072,107.1507,3.5565,4.3893,118.267,101.59,16.677,55.3252,6947193.35,537.12,2007,4,2,Thursday,2.1570051822552228
2007-04-13,110.95,111.88,110.76,111.79,1561878.0,0.7844,1.12,110.4515,99.3702,78.5571,110.8738,107.4943,3.3794,4.1873,117.7689,103.1341,14.6347,52.155,6565283.35,542.12,2007,4,2,Friday,2.1128072501284696
2007-04-16,111.6,112.76,111.42,112.53,1427163.0,0.662,1.34,110.9355,99.9084,78.8438,111.1286,107.8674,3.2612,4.0021,117.3622,104.5088,12.8533,34.6222,6174431.05,546.37,2007,4,2,Monday,2.0691314487557113
2007-04-17,112.6,115.14,112.14,114.55,3176966.0,1.7951,3.0,111.451,100.4974,79.1408,111.6549,108.3624,3.2926,3.8602,117.2386,105.6634,11.5751,51.9894,5838331.6,557.97,2007,4,2,Tuesday,2.0677833294417636
2007-04-18,115.0,116.73,113.21,115.22,3805540.0,0.5849,3.52,111.979,101.1014,79.4473,112.2034,108.8703,3.3331,3.7548,117.039,106.919,10.12,55.6209,5741724.8,561.82,2007,4,2,Wednesday,1.9780477376362382
2007-04-19,114.51,116.76,114.51,115.12,2672350.0,-0.0868,2.25,112.45,101.7094,79.7508,112.6521,109.3333,3.3188,3.6676,116.7449,108.1551,8.5898,68.6291,5539472.75,561.25,2007,4,2,Thursday,1.9191888890433924
2007-04-20,113.86,114.75,113.49,114.45,1967090.0,-0.582,1.26,112.7575,102.3072,80.0517,112.9287,109.7123,3.2164,3.5774,116.6645,108.8505,7.814,54.1708,5145327.05,557.4,2007,4,2,Friday,1.9016158041210067
2007-04-23,114.37,114.85,113.36,113.73,1560312.0,-0.6291,1.49,112.904,102.8974,80.3498,113.052,110.0099,3.0421,3.4703,116.7206,109.0874,7.6332,56.4398,4818082.75,553.26,2007,4,2,Monday,1.8179276963259539
2007-04-24,113.26,113.5,111.75,112.27,1430784.0,-1.2837,1.75,112.6325,103.4322,80.645,112.9317,110.1773,2.7544,3.3271,115.7144,109.5506,6.1639,52.2793,4161566.5,544.88,2007,4,2,Tuesday,1.7755223876142943
2007-04-25,112.31,114.24,111.91,113.57,1526942.0,1.1579,2.33,112.6135,104.001,80.9445,113.0299,110.4286,2.6013,3.1819,115.6658,109.5612,6.1046,56.1106,3516912.45,552.34,2007,4,2,Wednesday,1.7804045483586353
2007-04-26,113.78,113.79,112.26,112.32,1641992.0,-1.1006,1.53,112.5545,104.5254,81.2401,112.9207,110.5687,2.3519,3.0159,115.5801,109.5289,6.0513,53.1699,3115190.0,545.16,2007,4,2,Thursday,1.7687668221368178
2007-04-27,112.0,112.24,110.77,111.48,1574180.0,-0.7479,1.47,112.6035,104.9896,81.5338,112.699,110.6362,2.0628,2.8253,115.5188,109.6882,5.8306,52.2425,2763444.55,540.34,2007,4,2,Friday,1.76367271743
2007-04-30,111.0,112.33,110.78,111.39,1047715.0,-0.0807,1.55,112.492,105.4512,81.8292,112.4976,110.6921,1.8056,2.6214,115.4142,109.5698,5.8443,54.2709,2340348.6,539.82,2007,4,2,Monday,1.7511905402049979
2007-05-02,111.2,112.45,110.71,111.88,2182521.0,0.4399,1.74,112.461,105.9362,82.1308,112.4026,110.7801,1.6226,2.4216,115.3959,109.5261,5.8698,53.468,2141968.3,542.64,2007,5,2,Wednesday,1.7398442848444142
2007-05-03,111.81,111.85,110.11,110.43,2405390.0,-1.296,1.74,112.3925,106.386,82.4164,112.0991,110.7541,1.345,2.2063,115.4536,109.3314,6.1222,48.0663,2077797.6,534.31,2007,5,2,Thursday,1.762216366286847
2007-05-04,110.0,111.1,109.32,110.75,1778629.0,0.2898,1.78,112.32,106.7022,82.7041,111.8916,110.7538,1.1378,1.9926,115.4678,109.1722,6.2955,45.7096,1999809.5,536.15,2007,5,2,Friday,1.7558738486910912
2007-05-07,110.0,110.6,109.02,109.56,1015419.0,-1.0745,1.58,112.2195,106.9934,82.9908,111.5329,110.6654,0.8675,1.7676,115.5887,108.8503,6.7383,38.1862,1931498.25,529.31,2007,5,2,Monday,1.7150603881194897
2007-05-08,109.35,109.49,107.24,107.5,2105680.0,-1.8802,2.25,112.0475,107.2484,83.2567,110.9124,110.4309,0.4815,1.5104,115.9935,108.1015,7.8921,22.046,1906007.7,517.48,2007,5,2,Tuesday,1.6954652163120778
2007-05-09,107.5,108.22,106.11,106.8,2108640.0,-0.6512,2.11,111.8675,107.4856,83.5156,110.2798,110.162,0.1178,1.2318,116.4129,107.3221,9.0908,16.693,1932491.35,513.46,2007,5,2,Wednesday,1.2067646154314824
2007-05-10,106.5,107.3,104.77,105.1,2940535.0,-1.5918,2.53,111.568,107.6894,83.7679,109.4829,109.787,-0.3041,0.9246,117.0267,106.1093,10.9174,14.8174,1976470.9,503.69,2007,5,2,Thursday,1.1070108068759996
2007-05-11,105.0,105.96,104.24,105.39,3319723.0,0.2759,1.72,111.2915,107.9448,83.9976,108.8532,109.4613,-0.6081,0.6181,117.4089,105.1741,12.2348,17.316,2062472.45,505.36,2007,5,2,Friday,1.1110263067382293
2007-05-14,105.69,107.47,105.42,105.81,1609180.0,0.3985,2.05,110.9925,108.1542,84.2318,108.385,109.1908,-0.8058,0.3333,117.5742,104.4108,13.1635,20.7965,2064837.55,507.77,2007,5,2,Monday,1.0192297388252414
2007-05-15,105.61,106.98,105.52,106.52,1325549.0,0.671,1.46,110.692,108.4104,84.4706,108.0981,108.993,-0.8949,0.0877,117.5223,103.8617,13.6606,27.5566,2059756.85,511.85,2007,5,2,Tuesday,0.8680010493730212
2007-05-16,106.7,109.49,106.02,108.47,2459816.0,1.8306,3.47,110.388,108.7154,84.7228,108.1553,108.9543,-0.7989,-0.0897,117.034,103.742,13.292,31.055,2023899.35,523.05,2007,5,2,Wednesday,0.9313334848238012
2007-05-17,109.1,110.0,108.58,108.8,928313.0,0.3042,1.42,110.067,109.0734,84.9726,108.2545,108.9428,-0.6883,-0.2094,116.34,103.794,12.5461,35.9649,1880038.0,524.95,2007,5,2,Thursday,0.9293724273840018
2007-05-18,108.65,109.7,107.79,108.96,1791687.0,0.1471,1.91,109.759,109.3716,85.2246,108.363,108.9441,-0.5811,-0.2837,115.5757,103.9423,11.6335,39.376,1836004.85,525.87,2007,5,2,Friday,0.9266917294779214
2007-05-21,109.01,109.1,107.31,108.0,1684263.0,-0.8811,1.79,109.4365,109.6036,85.4686,108.3072,108.8742,-0.567,-0.3404,114.8601,104.0129,10.8471,36.685,1821863.5,520.35,2007,5,2,Monday,0.9340655188875859
2007-05-22,108.3,111.45,108.1,111.1,2389724.0,2.8704,3.35,109.305,109.8256,85.7324,108.7368,109.039,-0.3022,-0.3327,114.4083,104.2017,10.2067,47.4576,1863334.1,538.16,2007,5,2,Tuesday,1.0754983000355385
2007-05-23,111.0,117.2,111.0,116.49,4359356.0,4.8515,6.2,109.516,110.0944,86.0183,109.9296,109.591,0.3387,-0.1985,115.4214,103.6106,11.8108,65.7158,2009762.7,569.12,2007,5,2,Wednesday,1.3869300783907064
2007-05-24,115.85,116.05,112.72,113.18,1970227.0,-2.8414,3.33,109.4965,110.281,86.2782,110.4297,109.8568,0.5729,-0.0442,115.3479,103.6451,11.7028,55.4558,2031926.95,550.1,2007,5,2,Thursday,1.4898699216382354
2007-05-25,112.08,113.18,110.08,111.93,2043716.0,-1.1044,3.1,109.477,110.4732,86.531,110.6605,110.0104,0.6501,0.0947,115.2912,103.6628,11.6285,55.3068,2052013.15,542.92,2007,5,2,Friday,1.5048914557260482
2007-05-29,112.88,114.77,111.53,114.14,1666082.0,1.9744,3.24,109.61,110.7294,86.7944,111.1958,110.3163,0.8795,0.2516,115.7308,103.4892,12.2416,64.7687,2056608.25,555.62,2007,5,2,Tuesday,1.5404242180899987
2007-05-30,113.7,113.78,111.37,112.56,1517450.0,-1.3843,2.41,109.6685,110.9236,87.0464,111.4057,110.4825,0.9232,0.386,115.8826,103.4544,12.4281,62.3288,2080095.0,546.54,2007,5,2,Wednesday,1.5589910829152354
2007-05-31,113.0,113.3,112.12,112.79,1577619.0,0.2043,1.18,109.714,111.0946,87.2998,111.6187,110.6534,0.9652,0.5018,116.009,103.419,12.5901,67.5651,2049849.9,547.86,2007,5,2,Thursday,1.5229051795035184
2007-06-01,113.98,115.0,113.06,113.95,1238405.0,1.0285,1.94,109.89,111.2804,87.5574,111.9773,110.8976,1.0797,0.6174,116.4601,103.3199,13.1403,68.8049,1991500.65,554.53,2007,6,2,Friday,1.531317336125848
2007-06-04,113.5,117.53,112.58,115.2,2201410.0,1.097,4.95,110.1125,111.4704,87.8159,112.4731,111.2163,1.2568,0.7453,117.0938,103.1312,13.9626,69.9025,2012639.7,561.71,2007,6,2,Monday,1.544881596954672
2007-06-05,115.58,116.74,114.27,114.72,1286325.0,-0.4167,2.47,110.3705,111.5988,88.0704,112.8188,111.4758,1.343,0.8648,117.6412,103.0998,14.5414,67.5514,2026185.0,558.95,2007,6,2,Tuesday,1.542977172095951
2007-06-06,114.43,114.43,111.23,111.88,2094896.0,-2.4756,3.2,110.5895,111.6204,88.3126,112.6744,111.5058,1.1686,0.9256,117.7593,103.4197,14.3397,57.0309,2025645.8,542.64,2007,6,2,Wednesday,1.6053019102623585
2007-06-07,111.91,112.43,109.06,109.43,1955461.0,-2.1898,3.37,110.721,111.455,88.5479,112.1752,111.352,0.8232,0.9051,117.6919,103.7501,13.9418,51.1945,2017986.85,528.56,2007,6,2,Thursday,1.6376617211919848
2007-06-08,108.41,109.7,107.65,108.91,2319876.0,-0.4752,2.05,110.9115,111.3542,88.7819,111.6729,111.1711,0.5018,0.8244,117.4291,104.3939,13.0353,49.9065,1986953.9,525.58,2007,6,2,Friday,1.622423711756977
2007-06-11,109.0,109.5,107.71,107.89,1947351.0,-0.9366,1.79,111.0365,111.242,89.0073,111.0909,110.9281,0.1628,0.6921,117.1942,104.8788,12.3154,49.7947,1918335.3,519.72,2007,6,2,Monday,1.6193031961806725
2007-06-12,107.44,108.94,106.36,108.59,2585099.0,0.6488,2.58,111.1755,111.2038,89.2381,110.7062,110.7549,-0.0487,0.5439,116.95,105.401,11.5491,44.8544,1967131.25,523.74,2007,6,2,Tuesday,1.620749471673848
2007-06-13,108.01,110.4,107.85,109.87,1937218.0,1.1788,2.55,111.343,111.1288,89.4767,110.5775,110.6893,-0.1118,0.4128,116.7303,105.9557,10.7746,33.6785,1997714.7,531.09,2007,6,2,Wednesday,1.6368276621274978
2007-06-14,110.71,111.2,110.27,110.55,1821774.0,0.6189,0.93,111.447,111.0898,89.7169,110.5733,110.679,-0.1057,0.3091,116.6788,106.2152,10.4637,42.5496,1965812.6,535.0,2007,6,2,Thursday,1.638935604581687
2007-06-15,110.9,114.01,110.75,113.66,6237880.0,2.8132,3.26,111.69,111.127,89.9707,111.0482,110.8998,0.1483,0.2769,116.8552,106.5248,10.3304,54.4336,2231290.95,552.86,2007,6,2,Friday,1.6998018670509538
2007-06-18,113.55,115.89,113.5,114.55,1758923.0,0.783,2.39,111.9695,111.174,90.2317,111.5869,111.1702,0.4167,0.3049,117.1177,106.8213,10.2963,51.127,2229652.75,557.97,2007,6,2,Monday,1.7039806811846776
2007-06-19,115.65,115.65,114.11,114.47,1469948.0,-0.0698,1.54,112.293,111.232,90.4875,112.0305,111.4146,0.6158,0.3671,117.1983,107.3877,9.8106,55.722,2218937.0,557.51,2007,6,2,Tuesday,1.6893740306404386
2007-06-20,114.8,115.78,114.19,115.29,1466183.0,0.7163,1.59,112.5025,111.319,90.7472,112.5319,111.7017,0.8302,0.4597,117.5491,107.4559,10.0933,57.2338,2172759.95,562.22,2007,6,2,Wednesday,1.647236207981442
2007-06-21,114.51,114.85,112.25,113.25,1797302.0,-1.7695,2.6,112.3405,111.376,90.9952,112.6424,111.8164,0.826,0.533,117.0446,107.6364,9.4081,48.0727,2044657.25,550.51,2007,6,2,Thursday,1.680567366824908
2007-06-22,113.5,113.69,112.9,113.22,1041870.0,-0.0265,0.79,112.3425,111.4186,91.2445,112.7313,111.9204,0.8109,0.5885,117.0481,107.6369,9.4112,44.1559,1998239.4,550.33,2007,6,2,Friday,1.646680611387516
2007-06-25,112.8,114.16,111.8,113.71,1552812.0,0.4328,2.36,112.4315,111.4744,91.5028,112.8818,112.0529,0.8289,0.6366,117.1715,107.6915,9.4799,47.0206,1973694.2,553.15,2007,6,2,Monday,1.6469774446738459
2007-06-26,113.7,114.94,112.65,114.38,1610407.0,0.5892,2.29,112.4435,111.5262,91.7639,113.1123,112.2253,0.887,0.6867,117.2029,107.6841,9.5187,58.4574,1970910.45,557.0,2007,6,2,Tuesday,1.647871796182942
2007-06-27,114.11,114.9,113.25,113.6,1856068.0,-0.6819,1.65,112.4955,111.5476,92.0252,113.1873,112.3271,0.8602,0.7214,117.2829,107.7081,9.5747,65.9039,1987841.35,552.52,2007,6,2,Wednesday,1.6550997448707698
2007-06-28,114.81,117.2,114.04,116.65,2256446.0,2.6849,3.16,112.6885,111.5896,92.2932,113.7201,112.6473,1.0727,0.7917,117.8244,107.5526,10.2718,74.7442,2021782.7,570.04,2007,6,2,Thursday,1.6905948703606308
2007-06-29,117.9,118.35,116.8,118.1,2046777.0,1.243,1.55,112.896,111.6472,92.5623,114.3939,113.0512,1.3427,0.9019,118.5552,107.2368,11.3183,81.7673,2062201.3,578.37,2007,6,2,Friday,1.7001727079985174
2007-07-02,117.88,118.1,116.73,117.1,1520575.0,-0.8467,1.37,112.991,111.6868,92.8236,114.8102,113.3512,1.4591,1.0133,118.8724,107.1096,11.7629,75.9927,2028159.55,572.62,2007,7,3,Monday,1.7126415467469254
2007-07-03,117.15,121.35,117.15,120.6,2528327.0,2.9889,4.2,113.285,111.8098,93.1016,115.701,113.8881,1.8129,1.1732,120.0516,106.5184,13.5332,78.8596,2090259.65,592.73,2007,7,3,Tuesday,1.7689767932988574
2007-07-04,120.36,122.6,120.22,122.17,1397036.0,1.3018,2.38,113.7995,111.9786,93.3874,116.6962,114.5016,2.1946,1.3775,121.6018,105.9972,15.6047,79.8255,2055366.65,601.74,2007,7,3,Wednesday,1.7153035989745942
2007-07-05,122.81,122.9,121.35,121.97,1983481.0,-0.1637,1.55,114.4265,112.1726,93.6727,117.5075,115.0548,2.4528,1.5925,122.7485,106.1045,16.644,75.0754,2056767.65,600.59,2007,7,3,Thursday,1.4890338662884892
2007-07-06,121.51,124.12,120.88,123.74,1821428.0,1.4512,3.24,115.168,112.376,93.9624,118.4664,115.6981,2.7682,1.8277,124.0447,106.2913,17.7533,76.3324,2031845.25,610.76,2007,7,3,Friday,1.393447574625579
2007-07-09,124.89,127.2,123.3,124.12,3057752.0,0.3071,3.9,115.9795,112.612,94.2497,119.3362,116.322,3.0142,2.065,125.0206,106.9384,18.0823,77.1831,2087365.3,612.94,2007,7,3,Monday,1.3677356381319146
2007-07-10,123.71,124.92,121.45,122.04,1641749.0,-1.6758,3.47,116.652,112.8232,94.5337,119.7521,116.7455,3.0066,2.2533,125.3741,107.9299,17.4442,67.7538,2040197.8,601.0,2007,7,3,Tuesday,1.3809291448276795
2007-07-11,120.87,121.01,119.4,120.74,1853921.0,-1.0652,1.61,117.1955,113.0102,94.8073,119.9041,117.0414,2.8627,2.3752,125.482,108.909,16.573,70.4981,2036032.95,593.53,2007,7,3,Wednesday,1.3692254280742382
2007-07-12,121.16,123.2,120.3,122.88,1459731.0,1.7724,2.9,117.812,113.2302,95.0884,120.362,117.4739,2.888,2.4778,125.8476,109.7764,16.0712,73.6997,2017930.8,605.82,2007,7,3,Thursday,1.3973334292028654
2007-07-13,124.05,124.79,121.61,122.83,1470631.0,-0.0407,3.18,118.2705,113.4782,95.3646,120.7417,117.8707,2.871,2.5564,126.3549,110.1861,16.1689,72.8686,1779568.35,605.53,2007,7,3,Friday,1.3916147776850056
2007-07-16,123.19,124.7,122.61,123.4,1085376.0,0.4641,2.09,118.713,113.7312,95.6438,121.1506,118.2802,2.8704,2.6192,126.908,110.518,16.3901,72.7319,1745891.0,608.81,2007,7,3,Monday,1.383257333714839
2007-07-17,123.2,123.2,120.65,121.7,1409732.0,-1.3776,2.55,119.0745,113.974,95.9164,121.2351,118.5336,2.7016,2.6357,127.1179,111.0311,16.0869,69.5087,1742880.2,599.04,2007,7,3,Tuesday,1.4098264061884465
2007-07-18,120.0,121.18,119.66,120.25,1571904.0,-1.1915,1.52,119.3225,114.229,96.1829,121.0836,118.6607,2.4229,2.5931,127.1783,111.4667,15.7116,59.3946,1748166.25,590.71,2007,7,3,Wednesday,1.3435166578753421
2007-07-19,120.56,122.27,120.3,121.28,1872890.0,0.8565,1.97,119.724,114.5186,96.4494,121.1138,118.8547,2.2591,2.5263,127.0778,112.3702,14.7076,58.4845,1751945.65,596.63,2007,7,3,Thursday,1.2656636495321931
2007-07-20,121.44,123.23,120.93,121.53,2016490.0,0.2061,2.3,120.1395,114.8472,96.7128,121.1778,119.0529,2.1249,2.446,126.8575,113.4214,13.4361,62.3124,1800676.65,598.07,2007,7,3,Friday,1.256406176110194
2007-07-23,121.09,123.06,120.77,123.05,1076043.0,1.2507,2.29,120.6065,115.2004,96.9798,121.4659,119.349,2.1169,2.3802,126.7134,114.4996,12.2138,57.6515,1776838.2,606.8,2007,7,3,Monday,1.2411178478967417
2007-07-24,122.75,124.5,121.47,122.19,1232477.0,-0.6989,3.03,120.997,115.528,97.2428,121.5773,119.5594,2.0178,2.3077,126.3839,115.6101,10.7737,50.0654,1757941.7,601.86,2007,7,3,Tuesday,1.257825792028442
2007-07-25,122.62,123.69,121.12,121.99,2139723.0,-0.1637,2.57,121.4165,115.8374,97.5062,121.6408,119.7395,1.9013,2.2264,125.5355,117.2975,8.2379,50.0653,1772124.45,600.71,2007,7,3,Wednesday,1.2530978275192073
2007-07-26,122.22,122.5,119.41,120.55,2680037.0,-1.1804,3.09,121.6115,116.079,97.7575,121.473,119.7995,1.6735,2.1158,125.1016,118.1214,6.9802,39.3454,1793304.0,592.44,2007,7,3,Thursday,1.282834872509498
2007-07-27,119.5,127.5,119.2,124.83,5057968.0,3.5504,8.3,121.948,116.3996,98.0315,121.9894,120.1721,1.8173,2.0561,125.3079,118.5881,6.7198,51.8813,1943863.55,617.02,2007,7,3,Friday,1.3385473605290676
2007-07-30,125.8,128.8,125.01,128.48,3679154.0,2.924,3.79,122.517,116.79,98.3227,122.988,120.7875,2.2004,2.085,126.2533,118.7807,7.4727,65.7534,2051792.5,637.99,2007,7,3,Monday,1.418675632067814
2007-07-31,130.5,133.23,130.5,132.54,4504290.0,3.16,2.73,123.114,117.2808,98.6341,124.4575,121.6581,2.7994,2.2279,128.8442,117.3838,11.4604,75.431,2150590.65,661.31,2007,7,3,Tuesday,1.502429057521546
2007-08-01,130.55,135.5,129.73,134.21,3232358.0,1.26,5.77,123.716,117.743,98.9537,125.9579,122.5879,3.37,2.4563,131.2686,116.1634,15.1053,74.923,2242356.75,670.9,2007,8,3,Wednesday,1.5083884149465119
2007-08-02,134.7,138.44,134.24,137.6,3491228.0,2.5259,4.2,124.4975,118.1652,99.2918,127.749,123.6999,4.0491,2.7749,134.214,114.781,19.4331,78.3276,2317744.1,690.37,2007,8,3,Thursday,1.48741629643371
2007-08-03,138.3,139.74,136.9,139.23,2914373.0,1.1846,2.84,125.272,118.6862,99.6312,129.5153,124.8502,4.6651,3.1529,136.9963,113.5477,23.4485,79.1743,2372391.35,699.74,2007,8,3,Friday,1.4845211348537986
2007-08-06,138.88,143.2,138.51,141.23,4183484.0,1.4365,4.69,126.1275,119.2722,99.9676,131.3176,126.0636,5.254,3.5731,139.8282,112.4268,27.4014,85.5997,2428677.95,711.22,2007,8,3,Monday,1.4895408491657276
2007-08-07,142.15,142.19,139.52,140.87,3667403.0,-0.2549,2.67,127.069,119.8068,100.3045,132.7872,127.1603,5.6268,3.9839,142.1095,112.0285,30.081,89.142,2529960.65,709.16,2007,8,3,Tuesday,1.5003368989824581
2007-08-08,140.3,140.31,137.5,139.46,3898277.0,-1.0009,2.81,128.005,120.3448,100.6305,133.8138,128.0714,5.7423,4.3356,143.7027,112.3073,31.3954,84.0195,2632178.45,701.06,2007,8,3,Wednesday,1.5116121141951835
